Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
751-000904,A,Mandalay,Normal,Female,Clothing and accessories,292.79,6,0.0721,1883.4,26/10/2023,11:13:24,E wallet,967.31,48.64,916.09,9.1
751-000905,C,Yangon,Normal,Male,Clothing and accessories,446.42,7,0.0781,3369.0,26/10/2023,07:42:03,Cash,1244.85,63.05,2124.15,6.8
751-000906,C,Mandalay,Member,Female,Health and beauty,302.5,4,0.0925,1321.92,26/10/2023,06:09:50,Credit card,711.72,46.16,610.2,8.4
751-000907,B,Yangon,Member,Female,Food and beverages,406.98,8,0.0722,3490.91,27/10/2023,03:01:25,Cash,1348.54,61.37,2142.37,10.0
751-000908,A,Naypyidaw,Normal,Female,Clothing and accessories,220.54,9,0.0959,2175.21,28/10/2023,20:49:13,Credit card,926.86,57.39,1248.35,9.9
751-000909,B,Yangon,Normal,Male,Health and beauty,377.43,1,0.072,404.6,29/10/2023,15:53:42,,221.88,45.16,182.72,8.5
751-000910,A,Naypyidaw,Member,Male,Sports and outdoors,457.39,7,0.0774,3449.54,30/10/2023,09:16:45,Credit card,1798.94,47.85,1650.6,8.4
751-000911,C,Yangon,Member,Female,Health and beauty,290.34,9,0.0898,2847.71,01/11/2023,21:03:18,E wallet,1284.6,54.89,1563.11,5.5
751-000912,C,Naypyidaw,Member,Female,Food and beverages,98.58,5,0.0792,531.94,01/11/2023,01:38:08,E wallet,252.41,52.55,279.53,9.0
751-000913,A,Mandalay,Member,Male,Book and media,141.71,2,0.098,311.2,03/11/2023,18:15:53,Credit card,114.02,63.36,197.18,6.4
751-000914,B,Naypyidaw,Normal,Male,Sports and outdoors,107.34,6,0.083,697.5,03/11/2023,15:17:22,Credit card,264.84,62.03,432.66,9.8
751-000915,B,Mandalay,Member,Female,Food and beverages,130.96,7,0.0761,986.48,03/11/2023,20:20:10,Cash,421.82,57.24,564.66,4.5
751-000916,B,Mandalay,Member,Male,Health and beauty,160.14,2,0.0512,336.68,03/11/2023,06:40:03,Cash,118.95,64.67,217.73,6.6
751-000917,B,Naypyidaw,Normal,Female,Electronic accessories,282.02,2,0.0707,603.92,04/11/2023,12:58:25,Credit card,260.41,56.88,343.51,7.3
751-000918,C,Yangon,Member,Male,Home and lifestyle,298.12,1,0.065,317.5,04/11/2023,03:50:33,Credit card,98.65,68.93,218.85,6.4
751-000919,C,Yangon,Member,Female,Food and beverages,218.98,4,0.0874,952.48,05/11/2023,08:11:01,Credit card,509.39,46.52,443.09,5.3
751-000920,C,Yangon,Member,Female,Clothing and accessories,311.56,7,0.0604,2312.65,06/11/2023,05:04:04,Credit card,892.22,61.42,1420.43,7.6
751-000921,C,Yangon,Normal,Male,Health and beauty,49.97,9,0.0603,476.85,06/11/2023,19:21:04,E wallet,233.18,51.1,243.67,8.5
751-000922,C,Yangon,Member,Female,Clothing and accessories,53.02,3,0.0595,168.52,07/11/2023,03:08:28,Credit card,87.01,48.37,81.51,7.9
751-000923,B,Mandalay,Normal,Female,Clothing and accessories,94.2,7,0.0563,696.52,07/11/2023,21:26:09,Credit card,380.23,45.41,316.29,5.4
751-000924,B,Yangon,,Female,Clothing and accessories,263.86,7,0.0656,1968.18,07/11/2023,15:41:41,Credit card,854.58,56.58,1113.6,8.4
751-000925,B,Mandalay,Member,Male,Clothing and accessories,114.86,7,0.0943,879.84,08/11/2023,18:09:05,Credit card,471.07,46.46,408.77,5.5
751-000926,B,Mandalay,Member,Male,Clothing and accessories,148.81,2,0.0887,324.02,08/11/2023,16:04:57,E wallet,174.94,46.01,149.08,5.1
751-000927,C,Mandalay,Member,Male,Sports and outdoors,206.15,6,0.0868,1344.26,12/11/2023,05:58:55,Cash,407.04,69.72,937.22,8.1
751-000928,C,Naypyidaw,Member,Female,Food and beverages,407.81,2,0.0899,888.94,13/11/2023,14:24:58,Cash,319.57,64.05,569.37,9.1
751-000929,C,Naypyidaw,Normal,Male,Food and beverages,16.79,6,0.0635,107.14,13/11/2023,18:49:03,Cash,40.23,62.45,66.91,
751-000930,A,Mandalay,Member,Female,Home and lifestyle,328.2,3,0.0944,1077.55,13/11/2023,07:58:47,Cash,389.86,63.82,687.69,7.2
751-000931,B,Naypyidaw,Member,Female,Health and beauty,337.75,2,0.0569,713.94,13/11/2023,18:51:34,Cash,220.82,69.07,493.12,5.8
751-000932,B,Yangon,Member,Male,Electronic accessories,401.34,6,0.0668,2568.9,13/11/2023,09:33:35,E wallet,1099.49,57.2,1469.41,7.0
751-000933,C,Yangon,Normal,Male,Sports and outdoors,467.05,2,0.0793,1008.17,15/11/2023,05:42:45,Cash,538.26,46.61,469.91,4.8
751-000934,B,Mandalay,Member,Female,Health and beauty,19.87,5,0.0551,104.82,15/11/2023,15:58:52,E wallet,35.78,65.87,69.04,9.7
751-000935,B,Yangon,Member,Female,Sports and outdoors,85.35,2,0.0865,185.47,15/11/2023,18:33:24,E wallet,69.96,62.28,115.51,8.8
751-000936,C,Mandalay,Normal,Male,Food and beverages,444.22,3,0.0694,1425.15,16/11/2023,16:40:16,Cash,677.94,52.43,747.21,8.0
751-000937,A,Mandalay,Normal,Male,Clothing and accessories,234.67,3,0.0892,766.81,16/11/2023,14:29:38,Cash,351.12,54.21,415.69,7.2
751-000938,A,Yangon,Member,Male,Home and lifestyle,286.65,6,0.0746,1848.2,16/11/2023,21:54:30,Cash,880.85,52.34,967.35,8.8
751-000939,A,Naypyidaw,Member,Female,Home and lifestyle,334.88,6,0.059,2127.83,17/11/2023,18:34:28,Credit card,683.03,67.9,1444.8,7.0
751-000940,C,Yangon,Member,Female,Book and media,342.74,15,0.0867,11173.699999999999,18/11/2023,00:03:27,E wallet,555.22,50.31,562.15,5.8
751-000941,B,Yangon,Member,Female,Electronic accessories,466.55,3,0.0626,1487.27,19/11/2023,17:25:39,Cash,462.54,68.9,1024.73,5.0
751-000942,C,Mandalay,Member,Female,Home and lifestyle,498.51,1,0.0745,535.65,20/11/2023,18:54:54,Credit card,175.1,67.31,360.55,7.9
751-000943,C,Mandalay,Normal,Female,Clothing and accessories,362.88,7,0.0538,2676.82,20/11/2023,05:00:07,E wallet,1099.64,58.92,1577.18,9.6
751-000944,B,Mandalay,Normal,Male,Food and beverages,150.74,8,0.0809,1303.48,21/11/2023,00:50:42,Credit card,555.41,57.39,748.07,4.9
751-000945,A,Mandalay,Member,Male,Electronic accessories,441.08,2,0.0833,955.64,21/11/2023,20:23:24,Credit card,467.31,51.1,488.33,5.1
751-000946,A,Naypyidaw,Member,Female,Health and beauty,34.12,4,0.0689,145.88,22/11/2023,14:54:56,Cash,86.73,40.55,59.15,6.6
751-000947,C,Naypyidaw,Normal,Female,Clothing and accessories,123.23,7,0.0977,946.89,22/11/2023,10:18:28,E wallet,531.87,43.83,415.02,8.8
751-000948,A,Naypyidaw,Member,Male,Clothing and accessories,449.72,8,0.0937,3934.87,23/11/2023,20:09:55,Credit card,1470.46,62.63,2464.41,5.8
751-000949,C,Mandalay,Member,Male,Home and lifestyle,135.53,1,0.0854,147.1,23/11/2023,11:32:55,E wallet,67.45,54.15,79.65,5.5
751-000950,C,Mandalay,Member,Male,Electronic accessories,118.12,4,0.0857,512.97,23/11/2023,06:16:57,Cash,284.7,44.5,228.27,7.7
751-000951,B,Mandalay,Member,Male,Food and beverages,77.68,6,0.0626,495.26,23/11/2023,09:30:05,E wallet,257.93,47.92,237.33,7.2
751-000952,B,Naypyidaw,Member,Female,Book and media,430.96,3,0.0828,1399.93,24/11/2023,16:49:36,Credit card,441.82,68.44,958.11,4.4
751-000953,B,Mandalay,Normal,Male,Sports and outdoors,255.03,5,0.0599,1351.53,26/11/2023,17:25:48,Credit card,662.11,51.01,689.42,4.5
751-000954,C,Yangon,Member,Female,Sports and outdoors,340.7,9,0.0572,3241.69,27/11/2023,21:15:07,E wallet,1062.3,67.23,2179.39,7.9
751-000955,B,Yangon,Member,Male,Food and beverages,127.14,3,0.1,419.56,28/11/2023,12:28:31,Credit card,213.39,49.14,206.17,6.8
751-000956,A,Mandalay,Member,Male,Food and beverages,381.44,5,0.0811,2061.87,29/11/2023,15:10:31,Credit card,901.04,56.3,1160.83,9.8
751-000957,A,Yangon,Normal,Male,Sports and outdoors,382.4,8,0.0715,3277.93,29/11/2023,05:58:34,Credit card,1946.76,40.61,1331.17,8.1
751-000958,C,Yangon,Normal,Female,Book and media,163.17,6,0.0644,1042.07,30/11/2023,00:17:36,Cash,462.05,55.66,580.02,4.1
751-000959,C,Naypyidaw,Normal,Female,Electronic accessories,211.23,4,0.0802,912.68,30/11/2023,12:09:36,Cash,373.19,59.11,539.49,6.9
751-000960,B,Mandalay,Normal,Male,Sports and outdoors,112.75,8,0.0525,949.36,30/11/2023,13:16:00,Credit card,502.88,47.03,446.48,6.5
751-000961,C,Mandalay,Member,Female,Food and beverages,488.51,3,0.0547,1545.69,30/11/2023,01:38:09,E wallet,658.93,57.37,886.76,4.6
751-000962,C,Naypyidaw,Normal,Female,Home and lifestyle,326.35,3,0.0516,1029.57,01/12/2023,19:06:55,Cash,417.8,59.42,611.77,9.5
751-000963,A,Yangon,Member,Male,Health and beauty,467.93,4,0.075,2012.1,01/12/2023,15:36:28,E wallet,792.57,60.61,1219.53,8.8
751-000964,A,Yangon,Member,Male,Book and media,158.66,9,0.08,1542.18,02/12/2023,11:16:47,Credit card,566.13,63.29,976.05,5.4
751-000965,B,Mandalay,Normal,Female,Clothing and accessories,393.13,5,0.0531,2070.03,03/12/2023,19:25:47,Credit card,1048.68,49.34,1021.35,5.5
751-000966,C,Yangon,Normal,Female,Book and media,385.27,8,0.0861,3347.53,04/12/2023,18:57:46,E wallet,1438.43,57.03,1909.1,4.2
751-000967,C,Naypyidaw,Normal,Female,Home and lifestyle,348.91,6,0.0615,2222.21,05/12/2023,11:20:41,Cash,678.89,69.45,1543.32,5.8
751-000968,A,Naypyidaw,Normal,Male,Home and lifestyle,483.16,3,0.0843,1571.67,05/12/2023,21:33:06,E wallet,519.59,66.94,1052.08,
751-000969,C,Mandalay,Normal,Male,Clothing and accessories,202.84,8,0.0991,1783.53,05/12/2023,12:34:14,E wallet,560.39,68.58,1223.14,6.5
751-000970,A,Naypyidaw,Member,Female,Food and beverages,74.05,9,0.0846,722.83,07/12/2023,00:25:34,Credit card,349.99,51.58,372.84,9.8
751-000971,B,Naypyidaw,Normal,Male,Sports and outdoors,339.14,8,0.0942,2968.7,10/12/2023,09:58:58,Cash,1080.31,63.61,1888.39,
751-000972,A,Mandalay,Normal,Male,Electronic accessories,367.36,4,0.0974,1612.56,10/12/2023,14:21:58,E wallet,667.6,58.6,944.96,7.5
751-000973,C,Naypyidaw,Normal,Female,Book and media,291.78,6,0.0743,1880.76,11/12/2023,05:51:14,Cash,1081.81,42.48,798.95,9.1
751-000974,B,Naypyidaw,Member,Female,Clothing and accessories,111.34,1,0.0851,120.82,11/12/2023,20:06:56,Credit card,42.63,64.72,78.19,6.9
751-000975,A,Naypyidaw,Normal,Male,Book and media,257.18,4,0.0926,1123.98,11/12/2023,20:58:04,Cash,446.11,60.31,677.87,4.0
751-000976,A,Yangon,Member,Male,Home and lifestyle,162.97,8,0.0678,1392.15,12/12/2023,03:21:17,Credit card,752.18,45.97,639.97,5.5
751-000977,B,Mandalay,Normal,Female,Sports and outdoors,219.46,1,0.0631,233.31,15/12/2023,02:16:49,Cash,134.41,42.39,98.9,5.9
751-000978,B,Mandalay,Normal,Male,Book and media,326.16,3,0.0973,1073.69,15/12/2023,17:55:23,E wallet,374.61,65.11,699.08,9.8
751-000979,A,Mandalay,Member,Male,Electronic accessories,375.16,1,0.0863,407.54,15/12/2023,01:12:53,Credit card,234.87,42.37,172.67,9.5
751-000980,C,Yangon,Normal,Female,Home and lifestyle,123.79,9,0.061,1182.07,16/12/2023,14:04:02,E wallet,676.85,42.74,505.22,9.7
751-000981,A,Yangon,Member,Female,Electronic accessories,208.61,2,0.0725,447.47,18/12/2023,04:36:36,Credit card,211.12,52.82,236.35,9.0
751-000982,B,Mandalay,Member,Male,Sports and outdoors,141.89,9,0.0898,1391.69,19/12/2023,02:34:51,Cash,778.79,44.04,612.9,6.1
751-000983,A,Yangon,Member,Male,Book and media,107.33,4,0.0774,462.55,20/12/2023,22:27:29,Cash,150.75,67.41,311.8,9.4
751-000984,B,Mandalay,Normal,Male,Health and beauty,393.86,2,0.0825,852.71,21/12/2023,17:57:51,Credit card,391.31,54.11,461.4,9.9
751-000985,B,Yangon,Normal,Female,Book and media,455.53,4,0.0877,1981.92,21/12/2023,03:32:25,Credit card,850.84,57.07,1131.08,6.1
751-000986,C,Naypyidaw,Normal,Male,Sports and outdoors,191.41,6,0.0811,1241.6,25/12/2023,15:39:16,Credit card,399.3,67.84,842.3,5.6
751-000987,B,Naypyidaw,Member,Male,Book and media,378.13,7,0.077,2850.72,25/12/2023,07:06:56,Cash,1256.88,55.91,1593.84,7.3
751-000988,B,Mandalay,Normal,Female,Clothing and accessories,449.53,3,0.0875,1466.59,26/12/2023,07:52:55,Credit card,724.35,50.61,742.24,5.1
751-000989,C,Yangon,Member,Female,Book and media,424.6,3,0.0864,1383.86,27/12/2023,11:47:30,Credit card,499.44,63.91,884.42,4.2
751-000990,B,Yangon,Normal,Male,Food and beverages,99.58,8,0.0815,861.57,27/12/2023,11:18:09,E wallet,402.44,53.29,459.13,9.7
751-000991,C,Naypyidaw,Member,Female,Book and media,478.58,5,0.068,2555.62,28/12/2023,06:11:19,Credit card,1289.31,49.55,1266.31,9.6
751-000992,C,Naypyidaw,Member,Female,Book and media,194.57,4,0.0703,832.99,28/12/2023,04:47:40,E wallet,319.04,61.7,513.95,5.0
751-000993,B,Yangon,Member,Male,Electronic accessories,176.23,7,0.0985,1355.12,28/12/2023,06:51:53,E wallet,487.17,64.05,867.95,6.4
751-000994,B,Yangon,Normal,Female,Health and beauty,40.59,7,0.0556,299.93,29/12/2023,13:10:06,E wallet,108.72,63.75,191.21,9.0
751-000995,A,Yangon,Member,Female,Electronic accessories,248.23,9,0.0634,2375.71,30/12/2023,09:28:08,Cash,728.63,69.33,1647.08,8.0
751-000996,C,Yangon,Member,Male,Electronic accessories,63.42,9,0.0746,613.36,30/12/2023,03:47:09,E wallet,223.26,63.6,390.1,6.4
751-000997,A,Yangon,Member,Female,Home and lifestyle,131.78,5,0.0918,719.39,31/12/2023,18:55:30,Credit card,265.45,63.1,453.94,8.5
751-000998,B,Yangon,Member,Male,Food and beverages,165.3,8,0.0582,1399.36,31/12/2023,16:08:44,Cash,479.7,65.72,919.66,9.4
751-000999,A,Mandalay,Member,Male,Electronic accessories,406.32,1,0.0638,432.24,31/12/2023,00:33:44,Cash,259.3,40.01,172.94,9.6
751-000544,B,Mandalay,Member,Female,Health and beauty,51.68,8,0.0637,439.78,29/01/2023,13:43:15,E wallet,186.33,57.63,253.45,4.4
751-000515,A,Mandalay,Normal,Male,Food and beverages,334.3,3,0.0822,1085.34,10/01/2023,22:44:11,E wallet,426.97,60.66,658.37,8.4
751-000193,C,Yangon,Member,Male,Home and lifestyle,349.09,8,0.0507,2934.31,06/05/2022,07:09:45,E wallet,1480.36,49.55,1453.95,6.6
